S&S_Title	Wikidata_ID	Director	Director_gender	Screenwriter	Screenwriter_gender	Original_Title	English_Title	IMDb ID	Genre	RT_Score(%)	IMDb_Rating	Language	Silent	Actors	Runtime(min)	Rated	Country	Year	2022_Poll	2012_Poll	Position_2022	Position_2012	OMDb
Touch of Evil	Q778161	Orson Welles	male	Orson Welles&Paul Monash&Whit Masterson	male&male	Touch of Evil	Touch of Evil	tt0052311	Crime, Drama, Film-Noir	95	8.0	English, Spanish	false	Charlton Heston, Orson Welles, Janet Leigh	95	PG-13	United States	1958	false	true		57	"{""Title"":""Touch of Evil"",""Year"":""1958"",""Rated"":""PG-13"",""Released"":""23 Apr 1958"",""Runtime"":""95 min"",""Genre"":""Crime, Drama, Film-Noir"",""Director"":""Orson Welles"",""Writer"":""Orson Welles, Whit Masterson, Franklin Coen"",""Actors"":""Charlton Heston, Orson Welles, Janet Leigh"",""Plot"":""A stark, perverse story of murder, kidnapping, and police corruption in a Mexican border town."",""Language"":""English, Spanish"",""Country"":""United States"",""Awards"":""8 wins & 2 nominations"",""Poster"":""https://m.media-amazon.com/images/M/MV5BOTA1MjA3M2EtMmJjZS00OWViLTkwMTEtM2E5ZDk0NTAyNGJiXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""8.0/10""},{""Source"":""Rotten Tomatoes"",""Value"":""95%""},{""Source"":""Metacritic"",""Value"":""99/100""}],""Metascore"":""99"",""imdbRating"":""8.0"",""imdbVotes"":""105,223"",""imdbID"":""tt0052311"",""Type"":""movie"",""DVD"":""06 Jul 2004"",""BoxOffice"":""$2,247,465"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
Rio Bravo	Q1008351	Howard Hawks&Paul Helmick	male&male	Leigh Brackett&Jules Furthman	female&male	Rio Bravo	Rio Bravo	tt0053221	Western	98	8.0	English, Spanish	false	John Wayne, Dean Martin, Ricky Nelson	141	Passed	United States	1958	false	true		63	"{""Title"":""Rio Bravo"",""Year"":""1959"",""Rated"":""Passed"",""Released"":""04 Apr 1959"",""Runtime"":""141 min"",""Genre"":""Western"",""Director"":""Howard Hawks"",""Writer"":""Jules Furthman, Leigh Brackett, B.H. McCampbell"",""Actors"":""John Wayne, Dean Martin, Ricky Nelson"",""Plot"":""A small-town sheriff in the American West enlists the help of a disabled man, a drunk, and a young gunfighter in his efforts to hold in jail the brother of the local bad guy."",""Language"":""English, Spanish"",""Country"":""United States"",""Awards"":""4 wins & 6 nominations"",""Poster"":""https://m.media-amazon.com/images/M/MV5BZDVhMTk1NjUtYjc0OS00OTE1LTk1NTYtYWMzMDI5OTlmYzU2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""8.0/10""},{""Source"":""Rotten Tomatoes"",""Value"":""98%""},{""Source"":""Metacritic"",""Value"":""93/100""}],""Metascore"":""93"",""imdbRating"":""8.0"",""imdbVotes"":""63,282"",""imdbID"":""tt0053221"",""Type"":""movie"",""DVD"":""22 May 2007"",""BoxOffice"":""$12,535,000"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
Imitation of Life	Q373774	Douglas Sirk	male	Allan Scott&Eleanore Griffin&Fannie Hurst	male&female&female	Imitation of Life	Imitation of Life	tt0052918	Drama	82	7.8	English	false	Lana Turner, John Gavin, Sandra Dee	125	Not Rated	United States	1959	true	true	75	93	"{""Title"":""Imitation of Life"",""Year"":""1959"",""Rated"":""Not Rated"",""Released"":""20 Mar 1959"",""Runtime"":""125 min"",""Genre"":""Drama"",""Director"":""Douglas Sirk"",""Writer"":""Eleanore Griffin, Allan Scott, Fannie Hurst"",""Actors"":""Lana Turner, John Gavin, Sandra Dee"",""Plot"":""An aspiring white actress takes in an African-American widow whose mixed-race daughter is desperate to be seen as white."",""Language"":""English"",""Country"":""United States"",""Awards"":""Nominated for 2 Oscars. 4 wins & 7 nominations total"",""Poster"":""https://m.media-amazon.com/images/M/MV5BNjhiYzRiMzMtODMwZS00OWIwLTk3NTgtYjI1MDMxMDU5OWEzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""7.8/10""},{""Source"":""Rotten Tomatoes"",""Value"":""82%""},{""Source"":""Metacritic"",""Value"":""87/100""}],""Metascore"":""87"",""imdbRating"":""7.8"",""imdbVotes"":""16,670"",""imdbID"":""tt0052918"",""Type"":""movie"",""DVD"":""10 Feb 2004"",""BoxOffice"":""N/A"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
North by Northwest	Q223139	Alfred Hitchcock	male	Ernest Lehman	male	North by Northwest	North by Northwest	tt0053125	Action, Adventure, Mystery	97	8.3	English, French	false	Cary Grant, Eva Marie Saint, James Mason	136	Approved	United States	1959	true	true	45	53	"{""Title"":""North by Northwest"",""Year"":""1959"",""Rated"":""Approved"",""Released"":""18 Dec 1959"",""Runtime"":""136 min"",""Genre"":""Action, Adventure, Mystery"",""Director"":""Alfred Hitchcock"",""Writer"":""Ernest Lehman"",""Actors"":""Cary Grant, Eva Marie Saint, James Mason"",""Plot"":""A New York City advertising executive goes on the run after being mistaken for a government agent by a group of foreign spies, and falls for a woman whose loyalties he begins to doubt."",""Language"":""English, French"",""Country"":""United States"",""Awards"":""Nominated for 3 Oscars. 8 wins & 10 nominations total"",""Poster"":""https://m.media-amazon.com/images/M/MV5BZDA3NDExMTUtMDlhOC00MmQ5LWExZGUtYmI1NGVlZWI4OWNiXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""8.3/10""},{""Source"":""Rotten Tomatoes"",""Value"":""97%""},{""Source"":""Metacritic"",""Value"":""98/100""}],""Metascore"":""98"",""imdbRating"":""8.3"",""imdbVotes"":""328,642"",""imdbID"":""tt0053125"",""Type"":""movie"",""DVD"":""03 Nov 2009"",""BoxOffice"":""$66,728"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
Some Like It Hot	Q190086	Billy Wilder	male	I. A. L. Diamond&Billy Wilder&Robert Thoeren	male&male&male	Some Like It Hot	Some Like It Hot	tt0053291	Comedy, Music, Romance	94	8.2	English	false	Marilyn Monroe, Tony Curtis, Jack Lemmon	121	Passed	United States	1959	true	true	38	42	"{""Title"":""Some Like It Hot"",""Year"":""1959"",""Rated"":""Passed"",""Released"":""19 Mar 1959"",""Runtime"":""121 min"",""Genre"":""Comedy, Music, Romance"",""Director"":""Billy Wilder"",""Writer"":""Billy Wilder, I.A.L. Diamond, Robert Thoeren"",""Actors"":""Marilyn Monroe, Tony Curtis, Jack Lemmon"",""Plot"":""After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in."",""Language"":""English"",""Country"":""United States"",""Awards"":""Won 1 Oscar. 15 wins & 15 nominations total"",""Poster"":""https://m.media-amazon.com/images/M/MV5BNzAyOGIxYjAtMGY2NC00ZTgyLWIwMWEtYzY0OWQ4NDFjOTc5XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""8.2/10""},{""Source"":""Rotten Tomatoes"",""Value"":""94%""},{""Source"":""Metacritic"",""Value"":""98/100""}],""Metascore"":""98"",""imdbRating"":""8.2"",""imdbVotes"":""267,900"",""imdbID"":""tt0053291"",""Type"":""movie"",""DVD"":""18 Jul 2006"",""BoxOffice"":""N/A"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
The 400 Blows	Q162331	François Truffaut	male	François Truffaut&Marcel Moussy	male&male	Les Quatre Cents Coups	The 400 Blows	tt0053198	Crime, Drama	99	8.1	French, English	false	Jean-Pierre Léaud, Albert Rémy, Claire Maurier	99	Not Rated	France	1959	true	true	50	39	"{""Title"":""The 400 Blows"",""Year"":""1959"",""Rated"":""Not Rated"",""Released"":""16 Nov 1959"",""Runtime"":""99 min"",""Genre"":""Crime, Drama"",""Director"":""François Truffaut"",""Writer"":""François Truffaut, Marcel Moussy"",""Actors"":""Jean-Pierre Léaud, Albert Rémy, Claire Maurier"",""Plot"":""A young boy, left without attention, delves into a life of petty crime."",""Language"":""French, English"",""Country"":""France"",""Awards"":""Nominated for 1 Oscar. 10 wins & 7 nominations total"",""Poster"":""https://m.media-amazon.com/images/M/MV5BYTQ4MjA4NmYtYjRhNi00MTEwLTg0NjgtNjk3ODJlZGU4NjRkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""8.1/10""},{""Source"":""Rotten Tomatoes"",""Value"":""99%""}],""Metascore"":""N/A"",""imdbRating"":""8.1"",""imdbVotes"":""118,701"",""imdbID"":""tt0053198"",""Type"":""movie"",""DVD"":""09 May 2006"",""BoxOffice"":""$509"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
Pickpocket	Q664726	Robert Bresson	male	Robert Bresson	male	Pickpocket	Pickpocket	tt0053168	Crime, Drama	93	7.6	French	false	Martin LaSalle, Marika Green, Jean Pélégri	76	Not Rated	France	1959	false	true		63	"{""Title"":""Pickpocket"",""Year"":""1959"",""Rated"":""Not Rated"",""Released"":""16 Dec 1959"",""Runtime"":""76 min"",""Genre"":""Crime, Drama"",""Director"":""Robert Bresson"",""Writer"":""Robert Bresson"",""Actors"":""Martin LaSalle, Marika Green, Jean Pélégri"",""Plot"":""Michel passes the time by picking pockets, careful to never be caught despite being watched by the police. His friend Jacques may suspect, while both men may have their eyes on Jeanne, the pretty neighbor of Michel's ailing mother."",""Language"":""French"",""Country"":""N/A"",""Awards"":""1 win & 4 nominations"",""Poster"":""https://m.media-amazon.com/images/M/MV5BZWNlMTM4YTYtNWY4NS00MDQzLTkzOWQtYzU0MGUxOTM3NzI3XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""7.6/10""},{""Source"":""Rotten Tomatoes"",""Value"":""93%""}],""Metascore"":""N/A"",""imdbRating"":""7.6"",""imdbVotes"":""22,945"",""imdbID"":""tt0053168"",""Type"":""movie"",""DVD"":""01 Apr 2014"",""BoxOffice"":""N/A"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
À bout de souffle	Q86427	Jean-Luc Godard	male	Jean-Luc Godard&François Truffaut	male&male	À bout de souffle	Breathless	tt0053472	Crime, Drama	96	7.7	French, English	false	Jean-Paul Belmondo, Jean Seberg, Daniel Boulanger	90	Not Rated	France	1960	true	true	38	13	"{""Title"":""Breathless"",""Year"":""1960"",""Rated"":""Not Rated"",""Released"":""07 Feb 1961"",""Runtime"":""90 min"",""Genre"":""Crime, Drama"",""Director"":""Jean-Luc Godard"",""Writer"":""François Truffaut, Jean-Luc Godard, Claude Chabrol"",""Actors"":""Jean-Paul Belmondo, Jean Seberg, Daniel Boulanger"",""Plot"":""A small-time thief steals a car and impulsively murders a motorcycle policeman. Wanted by the authorities, he reunites with a hip American journalism student and attempts to persuade her to run away with him to Italy."",""Language"":""French, English"",""Country"":""France"",""Awards"":""Nominated for 1 BAFTA Award5 wins & 4 nominations total"",""Poster"":""https://m.media-amazon.com/images/M/MV5BNTAyY2M0YjEtNTQzOS00MTRjLTk2MDgtMTRkMzJkYzU4ZjJlXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""7.7/10""},{""Source"":""Rotten Tomatoes"",""Value"":""96%""}],""Metascore"":""N/A"",""imdbRating"":""7.7"",""imdbVotes"":""82,431"",""imdbID"":""tt0053472"",""Type"":""movie"",""DVD"":""07 Jan 2003"",""BoxOffice"":""$414,173"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
L’avventura	Q514531	Michelangelo Antonioni	male	Elio Bartolini&Tonino Guerra&Michelangelo Antonioni	male&male&male	L'Avventura	L'Avventura	tt0053619	Drama, Mystery, Romance	94	7.8	Italian, English, Greek	false	Gabriele Ferzetti, Monica Vitti, Lea Massari	144	Not Rated	Italy, France	1960	true	true	72	50	"{""Title"":""L'Avventura"",""Year"":""1960"",""Rated"":""Not Rated"",""Released"":""04 Mar 1961"",""Runtime"":""144 min"",""Genre"":""Drama, Mystery, Romance"",""Director"":""Michelangelo Antonioni"",""Writer"":""Michelangelo Antonioni, Elio Bartolini, Tonino Guerra"",""Actors"":""Gabriele Ferzetti, Monica Vitti, Lea Massari"",""Plot"":""A woman disappears during a Mediterranean boating trip. During the search, her lover and her best friend become attracted to each other."",""Language"":""Italian, English, Greek"",""Country"":""Italy, France"",""Awards"":""Nominated for 2 BAFTA 6 wins & 11 nominations total"",""Poster"":""https://m.media-amazon.com/images/M/MV5BNmJlYTVjZTYtZDg1Yy00NzFiLWJmYzYtYTJhMjliY2I2ZTlhXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""7.8/10""},{""Source"":""Rotten Tomatoes"",""Value"":""94%""}],""Metascore"":""N/A"",""imdbRating"":""7.8"",""imdbVotes"":""30,191"",""imdbID"":""tt0053619"",""Type"":""movie"",""DVD"":""01 Apr 2014"",""BoxOffice"":""N/A"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
La dolce vita	Q18407	Federico Fellini	male	Ennio Flaiano&Tullio Pinelli&Brunello Rondi&Pier Paolo Pasolini&Federico Fellini	male&male&male&male&male	La dolce vita	La dolce vita	tt0053779	Comedy, Drama	96	8.0	Italian, English, French, German	false	Marcello Mastroianni, Anita Ekberg, Anouk Aimée	174	Not Rated	Italy, France	1960	true	true	60	4	"{""Title"":""La dolce vita"",""Year"":""1960"",""Rated"":""Not Rated"",""Released"":""19 Apr 1961"",""Runtime"":""174 min"",""Genre"":""Comedy, Drama"",""Director"":""Federico Fellini"",""Writer"":""Federico Fellini, Ennio Flaiano, Tullio Pinelli"",""Actors"":""Marcello Mastroianni, Anita Ekberg, Anouk Aimée"",""Plot"":""A series of stories following a week in the life of a philandering tabloid journalist living in Rome."",""Language"":""Italian, English, French, German"",""Country"":""Italy, France"",""Awards"":""Won 1 Oscar. 11 wins & 12 nominations total"",""Poster"":""https://m.media-amazon.com/images/M/MV5BODQ0NzY5NGEtYTc5NC00Yjg4LTg4Y2QtZjE2MTkyYTNmNmU2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""8.0/10""},{""Source"":""Rotten Tomatoes"",""Value"":""96%""},{""Source"":""Metacritic"",""Value"":""95/100""}],""Metascore"":""95"",""imdbRating"":""8.0"",""imdbVotes"":""73,769"",""imdbID"":""tt0053779"",""Type"":""movie"",""DVD"":""21 Sep 2004"",""BoxOffice"":""N/A"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
Psycho	Q163038	Alfred Hitchcock	male	Joseph Stefano&Robert Bloch	male&male	Psycho	Psycho	tt0054215	Horror, Mystery, Thriller	96	8.5	English	false	Anthony Perkins, Janet Leigh, Vera Miles	109	R	United States	1960	true	true	31	35	"{""Title"":""Psycho"",""Year"":""1960"",""Rated"":""R"",""Released"":""08 Sep 1960"",""Runtime"":""109 min"",""Genre"":""Horror, Mystery, Thriller"",""Director"":""Alfred Hitchcock"",""Writer"":""Joseph Stefano, Robert Bloch"",""Actors"":""Anthony Perkins, Janet Leigh, Vera Miles"",""Plot"":""A Phoenix secretary embezzles $40,000 from her employer's client, goes on the run and checks into a remote motel run by a young man under the domination of his mother."",""Language"":""English"",""Country"":""United States"",""Awards"":""Nominated for 4 Oscars. 7 wins & 14 nominations total"",""Poster"":""https://m.media-amazon.com/images/M/MV5BNTQwNDM1YzItNDAxZC00NWY2LTk0M2UtNDIwNWI5OGUyNWUxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""8.5/10""},{""Source"":""Rotten Tomatoes"",""Value"":""96%""},{""Source"":""Metacritic"",""Value"":""97/100""}],""Metascore"":""97"",""imdbRating"":""8.5"",""imdbVotes"":""670,743"",""imdbID"":""tt0054215"",""Type"":""movie"",""DVD"":""04 Oct 2005"",""BoxOffice"":""$32,000,000"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
The Apartment	Q270510	Billy Wilder	male	Billy Wilder&I. A. L. Diamond	male&male	The Apartment	The Apartment	tt0053604	Comedy, Drama, Romance	93	8.3	English	false	Jack Lemmon, Shirley MacLaine, Fred MacMurray	125	Approved	United States	1960	true	false	54		"{""Title"":""The Apartment"",""Year"":""1960"",""Rated"":""Approved"",""Released"":""29 Jun 1960"",""Runtime"":""125 min"",""Genre"":""Comedy, Drama, Romance"",""Director"":""Billy Wilder"",""Writer"":""Billy Wilder, I.A.L. Diamond"",""Actors"":""Jack Lemmon, Shirley MacLaine, Fred MacMurray"",""Plot"":""A Manhattan insurance clerk tries to rise in his company by letting its executives use his apartment for trysts, but complications and a romance of his own ensue."",""Language"":""English"",""Country"":""United States"",""Awards"":""Won 5 Oscars. 24 wins & 8 nominations total"",""Poster"":""https://m.media-amazon.com/images/M/MV5BNzkwODFjNzItMmMwNi00MTU5LWE2MzktM2M4ZDczZGM1MmViXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""8.3/10""},{""Source"":""Rotten Tomatoes"",""Value"":""93%""},{""Source"":""Metacritic"",""Value"":""94/100""}],""Metascore"":""94"",""imdbRating"":""8.3"",""imdbVotes"":""182,198"",""imdbID"":""tt0053604"",""Type"":""movie"",""DVD"":""04 Mar 2008"",""BoxOffice"":""$18,600,000"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
Cléo from 5 to 7	Q1199628	Agnès Varda	female	Agnès Varda	female	Cléo de 5 à 7	Cléo from 5 to 7	tt0055852	Comedy, Drama, Music	92	7.9	French	false	Corinne Marchand, Antoine Bourseiller, Dominique Davray	90	Not Rated	France, Italy	1962	true	false	14		"{""Title"":""Cléo from 5 to 7"",""Year"":""1962"",""Rated"":""Not Rated"",""Released"":""11 Apr 1962"",""Runtime"":""90 min"",""Genre"":""Comedy, Drama, Music"",""Director"":""Agnès Varda"",""Writer"":""Agnès Varda"",""Actors"":""Corinne Marchand, Antoine Bourseiller, Dominique Davray"",""Plot"":""Cleo, a singer and hypochondriac, becomes increasingly worried that she might have cancer while awaiting test results from her doctor."",""Language"":""French"",""Country"":""France, Italy"",""Awards"":""3 wins & 2 nominations"",""Poster"":""https://m.media-amazon.com/images/M/MV5BYTA1Y2QwOWEtOTcwZC00NzJmLWI1ZGUtZTIyNzQ2YjA0ZjE2XkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""7.9/10""},{""Source"":""Rotten Tomatoes"",""Value"":""92%""}],""Metascore"":""N/A"",""imdbRating"":""7.9"",""imdbVotes"":""22,631"",""imdbID"":""tt0055852"",""Type"":""movie"",""DVD"":""01 Apr 2014"",""BoxOffice"":""N/A"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
La Jetée	Q451434	Chris Marker	male	Chris Marker	male	La Jeteé	La Jetée	tt0056119	Short, Drama, Romance	93	8.2	French, German	false	Étienne Becker, Jean Négroni, Hélène Chatelain	28	Not Rated	France	1962	true	true	67	12	"{""Title"":""La Jetée"",""Year"":""1962"",""Rated"":""Not Rated"",""Released"":""16 Feb 1962"",""Runtime"":""28 min"",""Genre"":""Short, Drama, Romance"",""Director"":""Chris Marker"",""Writer"":""Chris Marker"",""Actors"":""Étienne Becker, Jean Négroni, Hélène Chatelain"",""Plot"":""The story of a man forced to explore his memories in the wake of World War III's devastation, told through still images."",""Language"":""French, German"",""Country"":""France"",""Awards"":""2 wins"",""Poster"":""https://m.media-amazon.com/images/M/MV5BODgyNzEyMzEtZjUyOC00YzNiLWE2YTAtNDQ1MzQ0NmY5YjA2XkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""8.2/10""},{""Source"":""Rotten Tomatoes"",""Value"":""93%""}],""Metascore"":""N/A"",""imdbRating"":""8.2"",""imdbVotes"":""34,039"",""imdbID"":""tt0056119"",""Type"":""movie"",""DVD"":""26 Jun 2007"",""BoxOffice"":""N/A"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
The Leopard	Q596623	Luchino Visconti	male	Suso Cecchi d'Amico&Pasquale Festa Campanile&Enrico Medioli&Massimo Franciosa&Luchino Visconti	female&male&male&male&male	Il Gattopardo	The Leopard	tt0057091	Drama, History	100	8.0	Italian, Latin, French, German	false	Burt Lancaster, Alain Delon, Claudia Cardinale	186	PG	Italy, France	1962	true	true	90	57	"{""Title"":""The Leopard"",""Year"":""1963"",""Rated"":""PG"",""Released"":""29 Mar 1963"",""Runtime"":""186 min"",""Genre"":""Drama, History"",""Director"":""Luchino Visconti"",""Writer"":""Giuseppe Tomasi di Lampedusa, Suso Cecchi D'Amico, Pasquale Festa Campanile"",""Actors"":""Burt Lancaster, Alain Delon, Claudia Cardinale"",""Plot"":""The Prince of Salina, a noble aristocrat of impeccable integrity, tries to preserve his family and class amid the tumultuous social upheavals of 1860s Sicily."",""Language"":""Italian, Latin, French, German"",""Country"":""Italy, France"",""Awards"":""Nominated for 1 Oscar. 10 wins & 6 nominations total"",""Poster"":""https://m.media-amazon.com/images/M/MV5BYTc0ZTQxY2EtNTUyYS00MTM5LWIyOTQtYzQ0YTBiNzc2YjE0XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""8.0/10""},{""Source"":""Rotten Tomatoes"",""Value"":""100%""},{""Source"":""Metacritic"",""Value"":""100/100""}],""Metascore"":""100"",""imdbRating"":""8.0"",""imdbVotes"":""26,249"",""imdbID"":""tt0057091"",""Type"":""movie"",""DVD"":""24 Jun 2003"",""BoxOffice"":""N/A"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
L'eclisse	Q1468980	Michelangelo Antonioni	male	Michelangelo Antonioni&Tonino Guerra&Elio Bartolini&Ottiero Ottieri	male&male&male&male	L'Eclisse	L'Eclisse	tt0056736	Drama, Romance	90	7.7	Italian, English	false	Monica Vitti, Alain Delon, Francisco Rabal	126	Not Rated	Italy, France	1962	false	true		73	"{""Title"":""L'Eclisse"",""Year"":""1962"",""Rated"":""Not Rated"",""Released"":""20 Dec 1962"",""Runtime"":""126 min"",""Genre"":""Drama, Romance"",""Director"":""Michelangelo Antonioni"",""Writer"":""Michelangelo Antonioni, Tonino Guerra, Elio Bartolini"",""Actors"":""Monica Vitti, Alain Delon, Francisco Rabal"",""Plot"":""A young woman meets a vital young man, but their love affair is doomed because of the man's materialistic nature."",""Language"":""Italian, English"",""Country"":""Italy, France"",""Awards"":""2 wins & 5 nominations"",""Poster"":""https://m.media-amazon.com/images/M/MV5BOTlmZjMxMzctMmE0MS00NmI1LTg5NTktNjc5ODY1ZDg3NmE4XkEyXkFqcGdeQXVyMTIyNzY1NzM@._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""7.7/10""},{""Source"":""Rotten Tomatoes"",""Value"":""90%""}],""Metascore"":""N/A"",""imdbRating"":""7.7"",""imdbVotes"":""20,169"",""imdbID"":""tt0056736"",""Type"":""movie"",""DVD"":""01 Apr 2014"",""BoxOffice"":""N/A"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
Lawrence of Arabia	Q228186	David Lean	male	Robert Bolt&Michael Wilson&T. E. Lawrence	male&male&male	Lawrence of Arabia	Lawrence of Arabia	tt0056172	Adventure, Biography, Drama	94	8.3	English, Arabic, Turkish	false	Peter O'Toole, Alec Guinness, Anthony Quinn	218	Approved	United Kingdom	1962	false	true		81	"{""Title"":""Lawrence of Arabia"",""Year"":""1962"",""Rated"":""Approved"",""Released"":""11 Dec 1962"",""Runtime"":""218 min"",""Genre"":""Adventure, Biography, Drama"",""Director"":""David Lean"",""Writer"":""Robert Bolt, Michael Wilson"",""Actors"":""Peter O'Toole, Alec Guinness, Anthony Quinn"",""Plot"":""The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks."",""Language"":""English, Arabic, Turkish"",""Country"":""United Kingdom"",""Awards"":""Won 7 Oscars. 31 wins & 15 nominations total"",""Poster"":""https://m.media-amazon.com/images/M/MV5BYWY5ZjhjNGYtZmI2Ny00ODM0LWFkNzgtZmI1YzA2N2MxMzA0XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""8.3/10""},{""Source"":""Rotten Tomatoes"",""Value"":""94%""},{""Source"":""Metacritic"",""Value"":""100/100""}],""Metascore"":""100"",""imdbRating"":""8.3"",""imdbVotes"":""294,015"",""imdbID"":""tt0056172"",""Type"":""movie"",""DVD"":""03 Apr 2001"",""BoxOffice"":""$45,306,425"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
8½	Q12018	Federico Fellini	male	Ennio Flaiano&Tullio Pinelli&Brunello Rondi&Federico Fellini	male&male&male&male	8½	8½	tt0056801	Drama	98	8.0	Italian, French, English, German	false	Marcello Mastroianni, Anouk Aimée, Claudia Cardinale	138	Not Rated	Italy, France	1963	true	true	31	10	"{""Title"":""8½"",""Year"":""1963"",""Rated"":""Not Rated"",""Released"":""24 Jun 1963"",""Runtime"":""138 min"",""Genre"":""Drama"",""Director"":""Federico Fellini"",""Writer"":""Federico Fellini, Ennio Flaiano, Tullio Pinelli"",""Actors"":""Marcello Mastroianni, Anouk Aimée, Claudia Cardinale"",""Plot"":""A harried movie director retreats into his memories and fantasies."",""Language"":""Italian, French, English, German"",""Country"":""Italy, France"",""Awards"":""Won 2 Oscars. 19 wins & 9 nominations total"",""Poster"":""https://m.media-amazon.com/images/M/MV5BNTkzZTZjOTgtYjgzMS00MTdkLWE2NDAtNTVmM2I3MGYyM2I0XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""8.0/10""},{""Source"":""Rotten Tomatoes"",""Value"":""98%""},{""Source"":""Metacritic"",""Value"":""91/100""}],""Metascore"":""91"",""imdbRating"":""8.0"",""imdbVotes"":""118,545"",""imdbID"":""tt0056801"",""Type"":""movie"",""DVD"":""04 Dec 2001"",""BoxOffice"":""$98,760"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
